"[0.0007089205707248361, 1.6791001074118895e-05]","[0.0014021875329118228, 3.479393804438466e-05]","[0.002100671062084139, 4.587521866828639e-05]","[0.00296149437480855, 8.97031731681525e-05]","[0.004817426779812652, 0.0001325048393659377]","[0.006772689627484872, 0.0002390326935814818]"
"[3.7295532405420656e-06, 5.247270356744329e-07]","[4.739112909734914e-05, 6.784540627125722e-06]","[0.00012120105873872431, 3.865100688715331e-06]","[0.0008425215452528354, 0.0003593083313709822]","[0.00402378086308002, 0.00031854264830076014]","[0.020943839233608937, 0.002357122537660418]"
"[0.954, 0.004898979485566306]","[0.9790000000000001, 0.0030000000000000027]","[0.9800000000000001, 1.1102230246251565e-16]","[0.9870000000000001, 0.004582575694955844]","[0.99, 0.0]","[0.99, 0.0]"
